URL handle,Title,SKU,Option1 name,Option1 value,Tags
herb-keeper-for-fresh-herb-storage,Herb Keeper for Fresh Herb Storage,3191,Title,Default Title,"Herb Keeper, White, Clear, Plastic, Minimalist, Organic Modern, Scandinavian, Housewarming, Hostess Gift, Thank-You, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Mother's Day, Cooking Together, The Sunday Table, Open-Door Hospitality, Keeps herbs fresh for up to 3 weeks; clear upright storage protects delicate leafy bunches, cat:kitchen, cat:new-arrivals"
white-digital-kitchen-scale-with-tempered-glass,White Digital Kitchen Scale with Tempered Glass,3253,Title,Default Title,"Digital Kitchen Scale, White, Glass, Templado, Plastic, GRAMERA, Minimalist, Scandinavian, Organic Modern, Housewarming, Thank-You, Self-Gift, Cooking & Baking, Coffee & Tea, Everyday Use, Wedding Season, Cooking Together, The Coffee Ritual, Recipes Worth Passing Down, Tempered glass platform; waterproof body., cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
gravur-acrylic-tumblers-15-9-fl-oz-472-ml-set-of-6,"Gravur Acrylic Tumblers, 15.9 fl oz (472 mL), Set of 6",3476,Title,Default Title,"Short Tumbler, Red, Ambar Oscuro, Green, Purple, Gray, Blue, Acrylic, Poliestireno, GRAVUR, Classic/Heritage, Coastal, Mid-Century, Housewarming, Hostess Gift, Self-Gift, Outdoor & Patio, Cocktail Hour, Entertaining, Fourth of July, Outdoor Living, Poolside, Shatter-resistant for outdoor use; top-rack dishwasher-safe, cat:outdoor, cat:gifts, cat:new-arrivals, seg:season-opener"
gravur-acrylic-outdoor-wine-glasses-15-0-fl-oz-set-of-6,"Gravur Acrylic Outdoor Wine Glasses, 15.0 fl oz, Set of 6",3477,Title,Default Title,"Acrylic Wine Glass, Red, Ambar Oscuro, Green, Purple, Gray, Blue, Acrylic, Poliestireno, GRAVUR, Coastal, Mediterranean, Classic/Heritage, Housewarming, Hostess Gift, Just Because, Entertaining, Outdoor & Patio, Bar & Barware, Fourth of July, Wedding Season, Mother's Day, Outdoor Living, Poolside, Wine Night, Impact-resistant for outdoor service; top-rack dishwasher-safe., cat:outdoor, cat:gifts, cat:new-arrivals"
chrome-iron-wire-napkin-holder,Chrome Iron Wire Napkin Holder,3503,Title,Default Title,"Napkin Holder, Silver, Alambre, Iron, ALUMINIO PLATEADO, Minimalist, Bauhaus, Scandinavian, Housewarming, Hostess Gift, Just Because, Everyday Use, Entertaining, Décor & Styling, Thanksgiving, Christmas, Weekend Gatherings, The Host's Touch, The Backyard BBQ, Chrome-finished iron wire; compact open-frame design for folded paper napkins., cat:tabletop, cat:new-arrivals"
white-rectangular-porcelain-appetizer-plate,White Rectangular Porcelain Appetizer Plate,3541,Title,Default Title,"Appetizer Plate, White, Porcelain, Minimalist, Japandi, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Wedding Season, The Dinner Party, The Host's Touch, Everyday Celebrations, Microwave- and dishwasher-safe; non-porous, odor- and flavor-resistant porcelain., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen"
large-clear-acrylic-pitcher-with-lid,Large Clear Acrylic Pitcher with Lid,3760,Title,Default Title,"Pitcher, Clear, Acrylic, Poliestireno, GRAVUR, Classic/Heritage, Coastal, Minimalist, Housewarming, Wedding, Hostess Gift, Outdoor & Patio, Entertaining, Serving, Fourth of July, Wedding Season, Outdoor Living, Poolside, Weekend Gatherings, Impact-resistant acrylic and polystyrene; top-rack dishwasher-safe., cat:outdoor, cat:new-arrivals"
folding-bamboo-bed-tray-with-handles,Folding Bamboo Bed Tray with Handles,4034,Title,Default Title,"Bed Tray Table, Natural Wood, Bamboo, Wood, MDF, Iron, Organic Modern, Wabi-Sabi, Classic/Heritage, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Coffee & Tea, Serving, Mother's Day, Father's Day, Breakfast in Bed, The Tea Ritual, The Overnight Guest, 90% bamboo construction; foldable legs, cat:tabletop, cat:new-arrivals, seg:the-first-kitchen"
5-piece-bamboo-cooking-utensil-set,5-Piece Bamboo Cooking Utensil Set,4035,Title,Default Title,"Cooking Utensil Set, Natural Wood, Bamboo, BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Cooking & Baking, Everyday Use, Gifting, Graduation Season, Wedding Season, Cooking Together, The Sunday Table, Hostess Gifts, 100% bamboo; gentle on nonstick cookware, cat:kitchen, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
bamboo-cocktail-picks-set-of-100,"Bamboo Cocktail Picks, Set of 100",4036,Title,Default Title,"Cocktail Pick, Natural Wood, Bamboo, BAMBU, Organic Modern, Scandinavian, Minimalist, Hostess Gift, Housewarming, Thank-You, Entertaining, Cocktail Hour, Serving, New Year, Wedding Season, Weekend Gatherings, The Dinner Party, 100% bamboo; renewable and biodegradable; free from harmful chemicals and toxins, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener"
rotary-cheese-grater-with-two-drums,Rotary Cheese Grater with Two Drums,4095,Title,Default Title,"Rotary Grater, White, Plastic, Stainless steel, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Serving, Wedding Season, Cooking Together, The Dinner Party, The Host's Touch, Two interchangeable rollers for fine and coarse grating; stainless steel cutting blades; detachable parts for washing., cat:kitchen, cat:new-arrivals, seg:first-dinner-party"
clear-acrylic-5-oz-serving-scoop,Clear Acrylic 5 oz Serving Scoop,4168,Title,Default Title,"Serving Scoop, Clear, Acrylic, Poliestireno, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, Weekend Gatherings, Open-Door Hospitality, The Host's Touch, Clear acrylic-and-polystyrene construction; top-rack dishwasher-safe, cat:outdoor, cat:new-arrivals, seg:someone-in-mind"
cube-glass-salt-and-pepper-shakers-set-of-2,"Cube Glass Salt and Pepper Shakers, Set of 2",4170,Title,Default Title,"Salt & Pepper Shaker Set, Clear, Glass, Stainless steel, CUBO, Minimalist, Scandinavian, Bauhaus, Housewarming, Hostess Gift, Wedding, Everyday Use, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Everyday Celebrations, Clear glass bodies; stainless steel tops; compact set of 2, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen"
gray-3-way-egg-slicer-with-steel-wires,Gray 3-Way Egg Slicer with Steel Wires,4360,Title,Default Title,"Egg Slicer, Gray, Plastic, Minimalist, Scandinavian, Organic Modern, Housewarming, Thank-You, Self-Gift, Everyday Use, Coffee & Tea, Gifting, Easter, Mother's Day, Slow Mornings, Weekend Brunch, The Host's Touch, Three cutting styles; Steel cutting wires, cat:kitchen, cat:new-arrivals"
bamboo-spoons-set-of-6,Bamboo Spoons Set of 6,4362,Title,Default Title,"Dessert Spoon, Natural Wood, Bamboo, BAMBU, Organic Modern, Japandi, Coastal, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Fourth of July, Thanksgiving, The Tea Ritual, Cocktail Hour, Outdoor Living, 100% bamboo; reusable, cat:tabletop, cat:gifts, cat:new-arrivals"
bamboo-serving-tongs,Bamboo Serving Tongs,4365,Title,Default Title,"Serving Tongs, Natural Wood, Bamboo, BAMBU, Organic Modern, Japandi, Scandinavian, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Gifting, Thanksgiving, Christmas, Wedding Season, Weekend Gatherings, The Dinner Party, The Host's Touch, 100% bamboo; sustainable and biodegradable; gentle grip for delicate foods, cat:tabletop, cat:new-arrivals, seg:someone-in-mind, seg:the-full-table"
black-moka-pot-6-cup-stovetop-coffee-maker,"Black Moka Pot, 6-Cup Stovetop Coffee Maker",4542,Title,Default Title,"Moka Pot, Black, Aluminum, Polypropylene, MOKA, Minimalist, Organic Modern, Scandinavian, Housewarming, Thank-You, Self-Gift, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Father's Day, Christmas, The Coffee Ritual, Slow Mornings, A Gift with a Story, Strong, espresso-style stovetop coffee; boxed matte black presentation, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
chelo-rectangular-glass-butter-dish-with-lid,Chelo Rectangular Glass Butter Dish with Lid,4623,Title,Default Title,"Butter Dish, Clear, Glass, CHELO, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Serving, Gifting, Thanksgiving, Christmas, The Tea Ritual, Weekend Brunch, The Host's Touch, Clear glass with protective lid; dishwasher-safe., cat:tabletop, cat:new-arrivals"
chelo-glass-butter-dish-with-dome-lid,Chelo Glass Butter Dish with Dome Lid,4625,Title,Default Title,"Butter Dish, Clear, Glass, CHELO, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Easter, Mother's Day, The Tea Ritual, Weekend Brunch, The Host's Touch, Dishwasher-safe glass; dome lid shields contents from dust and insects, cat:tabletop, cat:new-arrivals"
mini-white-porcelain-creamer-pitcher-1-4-fl-oz-40-ml,"Mini White Porcelain Creamer Pitcher, 1.4 fl oz (40 mL)",4915,Title,Default Title,"Creamer Pitcher, White, Porcelain, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Serving, Entertaining, Thanksgiving, Christmas, Mother's Day, The Coffee Ritual, The Tea Ritual, The Host's Touch, Dishwasher-safe; microwave-safe; porcelain resists odors and flavor transfer, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
opra-white-porcelain-charger-plate,Opra White Porcelain Charger Plate,5100,Title,Default Title,"Charger Plate, White, Porcelain, OPRA, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Serving, Thanksgiving, Christmas, Wedding Season, The Dinner Party, The Sunday Table, The Art of the Table, Microwave-, oven-, and dishwasher-safe porcelain., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
opra-white-porcelain-sugar-bowl-with-lid-8-5-fl-oz,"Opra White Porcelain Sugar Bowl with Lid, 8.5 fl oz",5106,Title,Default Title,"Sugar Bowl, White, Porcelain, OPRA, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Thank-You, Hostess Gift, Coffee & Tea, Serving, Gifting, Mother's Day, Wedding Season, The Coffee Ritual, The Tea Ritual, The Host's Touch, Microwave-, oven-, and dishwasher-safe porcelain; lidded wide-mouth design, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
opra-porcelain-8-5-fl-oz-creamer-pitcher,Opra Porcelain 8.5 fl oz Creamer Pitcher,5107,Title,Default Title,"Creamer, White, Porcelain, OPRA, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Entertaining, Serving, Thanksgiving, Christmas, The Coffee Ritual, The Tea Ritual, The Host's Touch, Microwave-, oven-, and dishwasher-safe porcelain; hotel-grade construction., cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
clear-acrylic-champagne-flute,Clear Acrylic Champagne Flute,5144,Title,Default Title,"Champagne Flute, Clear, Acrylic, Minimalist, Coastal, Organic Modern, Housewarming, Hostess Gift, Just Because, Outdoor & Patio, Bar & Barware, Entertaining, New Year, Fourth of July, Wedding Season, Cocktail Hour, Poolside, Outdoor Living, 100% clear acrylic; top-rack dishwasher-safe; hand-wash preferred for longer wear, cat:outdoor, cat:new-arrivals, seg:season-opener"
airtight-wine-bottle-stoppers-set-of-2,"Airtight Wine Bottle Stoppers, Set of 2",5446,Title,Default Title,"Wine Bottle Stopper, Black, Elastomero, Termoplástico, Abs, Minimalist, Bauhaus, Scandinavian, Housewarming, Hostess Gift, Thank-You, Bar & Barware, Entertaining, Gifting, New Year, Thanksgiving, Wedding Season, Wine Night, The Dinner Party, Hostess Gifts, Airtight pressure seal; reusable set of 2 that fits most standard bottles, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:someone-in-mind, seg:the-full-table"
vigneto-two-step-waiters-corkscrew,Vigneto Two-Step Waiter’s Corkscrew,5449,Title,Default Title,"Waiter’s Corkscrew, Black, Silver, Stainless steel, Minimalist, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Bar & Barware, Entertaining, Gifting, New Year, Thanksgiving, Wedding Season, Cocktail Hour, Wine Night, The Dinner Party, Two-step professional lever mechanism; integrated bottle opener, foil cutter, and capsule cutter; stainless steel construction., cat:bar-glassware, cat:new-arrivals"
copper-finish-corkscrew-bottle-opener,Copper Finish Corkscrew & Bottle Opener,5452,Title,Default Title,"Corkscrew, Copper, Aleacion, Zinc, Classic/Heritage, Mid-Century, Organic Modern, Housewarming, Wedding, Hostess Gift, Bar & Barware, Entertaining, Gifting, Christmas, Wedding Season, Wine Night, The Dinner Party, Hostess Gifts, Two-step lever mechanism; built-in bottle opener and foil cutter, cat:bar-glassware, cat:new-arrivals"
white-porcelain-chick-egg-cup,White Porcelain Chick Egg Cup,5499,Title,Default Title,"Egg Cup, White, Porcelain, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Just Because, Everyday Use, Serving, Gifting, Easter, Mother's Day, Slow Mornings, Breakfast in Bed, Easter Brunch, Porcelain; microwave- and dishwasher-safe; non-absorbing surface, cat:tabletop, cat:new-arrivals"
tutu-white-porcelain-bowl,Tutu White Porcelain Bowl,5502,Title,Default Title,"Serving Bowl, White, Porcelain, TUTU, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Wedding, Serving, Entertaining, Everyday Use, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Hostess Gifts, Microwave- and dishwasher-safe porcelain., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen"
magnetic-stainless-steel-mini-grater-black,"Magnetic Stainless Steel Mini Grater, Black",5669,Title,Default Title,"Mini Grater, Black, Caucho, Stainless steel, Organic Modern, Minimalist, Scandinavian, Hostess Gift, Just Because, Self-Gift, Everyday Use, Coffee & Tea, Bar & Barware, Christmas, Thanksgiving, The Coffee Ritual, Cocktail Hour, The Host's Touch, Built-in magnet; stainless steel body; three blades, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
design-a-letter-a-porcelain-mug,Design A Letter A Porcelain Mug,5992,Title,Default Title,"Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Housewarming, Thank-You, Just Because, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, Father's Day, The Coffee Ritual, The Tea Ritual, A Gift with a Story, Microwave-safe; 100% New Bone China., cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
letter-b-white-porcelain-coffee-mug,Letter B White Porcelain Coffee Mug,5993,Title,Default Title,"Coffee Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Birthday, Thank-You, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, The Coffee Ritual, The Tea Ritual, The Host's Touch, Microwave-safe; 100% new bone china porcelain., cat:tabletop, cat:new-arrivals"
white-porcelain-mug-with-initial-c,White Porcelain Mug with Initial C,5994,Title,Default Title,"Coffee Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Scandinavian, Birthday, Hostess Gift, Just Because, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, Graduation Season, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, Microwave-safe; 100% new bone china porcelain; 11.8 fl oz (350 mL) capacity, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-d,"Porcelain Letter Mug, D",5995,Title,Default Title,"Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Birthday, Just Because, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, Graduation Season, Slow Mornings, The Coffee Ritual, The Tea Ritual, Microwave-safe; 100% new bone china porcelain, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-e,"Porcelain Letter Mug, E",5996,Title,Default Title,"Monogram Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Scandinavian, Birthday, Thank-You, Hostess Gift, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, Graduation Season, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Microwave-safe; 100% new bone china porcelain; Letter E monogram, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
porcelain-letter-mug-f,"Porcelain Letter Mug, F",5997,Title,Default Title,"Coffee Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Scandinavian, Birthday, Thank-You, Hostess Gift, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, Graduation Season, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, Microwave-safe; 100% new bone china porcelain; 11.8 fl oz (350 mL) capacity, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-g,"Porcelain Letter Mug, G",5998,Title,Default Title,"Coffee Mug, White, Porcelain, New Bone China, MUG LETRAS BLANCO, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Just Because, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, Father's Day, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Microwave-safe; 100% New Bone China porcelain; 11.8 fl oz (350 mL) capacity, cat:tabletop, cat:new-arrivals"
